"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","value"
"sol.2517",1.50146657972997,-0.210448712809011,0.506895386148245,-0.0647276700474316,-0.716778261121362,0.955236487611609,0.764416958688861,0.278603201475833,1.1231807245977,0.248510684616563,-0.1024586095009,0.195633716415614,-0.0208933318499477,-0.722378531936556,1.15828599356139,1.15256020210732,0.980433350693562,1.42002449905065,0.459983617067337,-2109.78202647976
