Year,Month,County,District,Category
102,7,嘉義縣,太保市,機車
102,8,嘉義縣,太保市,機車
102,10,嘉義縣,太保市,自用-大貨車
103,1,嘉義縣,太保市,自用-小貨車(含客、貨兩用)
103,2,嘉義縣,太保市,機車
103,2,嘉義縣,太保市,機車
103,7,嘉義縣,太保市,機車
103,7,嘉義縣,太保市,自用-大貨車
103,7,嘉義縣,太保市,自用-小貨車(含客、貨兩用)
103,7,嘉義縣,太保市,機車
103,8,嘉義縣,太保市,機車
103,8,嘉義縣,太保市,自用小客車
103,10,嘉義縣,太保市,自用小客車
103,10,嘉義縣,太保市,機車
103,11,嘉義縣,太保市,自用小客車
104,3,嘉義縣,太保市,營業用-曳引車
104,6,嘉義縣,太保市,自用小客車
104,7,嘉義縣,太保市,自用-小貨車(含客、貨兩用)
104,8,嘉義縣,太保市,機車
104,9,嘉義縣,太保市,機車
104,9,嘉義縣,太保市,自用小客車
104,10,嘉義縣,太保市,自用小客車
104,10,嘉義縣,太保市,自用小客車
104,10,嘉義縣,太保市,機車
104,12,嘉義縣,太保市,自用小客車
105,4,嘉義縣,太保市,機車
105,6,嘉義縣,太保市,機車
105,6,嘉義縣,太保市,自用小客車
105,6,嘉義縣,太保市,自用小客車
105,7,嘉義縣,太保市,電動自行車-慢車
105,10,嘉義縣,太保市,自用小客車
105,12,嘉義縣,太保市,機車
106,6,嘉義縣,太保市,行人-人
106,7,嘉義縣,太保市,自用-小貨車(含客、貨兩用)
106,11,嘉義縣,太保市,機車
106,12,嘉義縣,太保市,自用-小貨車(含客、貨兩用)
107,2,嘉義縣,太保市,機車
107,3,嘉義縣,太保市,機車
107,4,嘉義縣,太保市,腳踏自行車-慢車
107,6,嘉義縣,太保市,機車
107,6,嘉義縣,太保市,機車
107,7,嘉義縣,太保市,自用小客車
107,8,嘉義縣,太保市,自用-小貨車(含客、貨兩用)
107,11,嘉義縣,太保市,自用小客車
107,12,嘉義縣,太保市,自用小客車
108,1,嘉義縣,太保市,自用-大貨車
108,1,嘉義縣,太保市,自用小客車
108,1,嘉義縣,太保市,機車
108,3,嘉義縣,太保市,機車
108,5,嘉義縣,太保市,自用-大貨車
108,5,嘉義縣,太保市,自用小客車
108,7,嘉義縣,太保市,機車
108,11,嘉義縣,太保市,機車
108,11,嘉義縣,太保市,自用-大貨車
108,12,嘉義縣,太保市,機車
108,12,嘉義縣,太保市,機車
109,3,嘉義縣,太保市,自用小客車
109,4,嘉義縣,太保市,自用小客車
109,6,嘉義縣,太保市,機車
109,6,嘉義縣,太保市,自用-小貨車(含客、貨兩用)
109,7,嘉義縣,太保市,機車
109,8,嘉義縣,太保市,機車
109,8,嘉義縣,太保市,自用小客車
109,9,嘉義縣,太保市,營業用-大貨車
109,10,嘉義縣,太保市,自用小客車
110,2,嘉義縣,太保市,自用小客車
110,3,嘉義縣,太保市,自用-大貨車
110,4,嘉義縣,太保市,機車
110,5,嘉義縣,太保市,營業用-曳引車
110,7,嘉義縣,太保市,機車
110,8,嘉義縣,太保市,自用小客車
110,9,嘉義縣,太保市,自用-大貨車
101,5,臺東縣,太麻里,機車
101,6,臺東縣,太麻里,機車
101,10,臺東縣,太麻里,機車
101,11,臺東縣,太麻里,自用小客車
101,11,臺東縣,太麻里,自用小客車
102,3,臺東縣,太麻里,自用-小貨車
102,4,臺東縣,太麻里,機車
102,6,臺東縣,太麻里,自用小客車
102,8,臺東縣,太麻里,自用小客車
102,9,臺東縣,太麻里,行人-人
103,1,臺東縣,太麻里,營業用-曳引車
103,1,臺東縣,太麻里,機車
103,1,臺東縣,太麻里,機車
103,3,臺東縣,太麻里,自用小客車
103,5,臺東縣,太麻里,機車
103,7,臺東縣,太麻里,機車
103,11,臺東縣,太麻里,機車
103,12,臺東縣,太麻里,遊覽車-大客車
104,2,臺東縣,太麻里,機車
104,5,臺東縣,太麻里,機車
104,9,臺東縣,太麻里,自用小客車
104,10,臺東縣,太麻里,自用小客車
104,11,臺東縣,太麻里,機車
105,6,臺東縣,太麻里,遊覽車-大客車
105,8,臺東縣,太麻里,營業用-曳引車
105,10,臺東縣,太麻里,機車
105,10,臺東縣,太麻里,自用小客車
105,11,臺東縣,太麻里,行人-人
106,2,臺東縣,太麻里,機車
106,2,臺東縣,太麻里,租賃車-小客車
106,4,臺東縣,太麻里,自用小客車
106,12,臺東縣,太麻里,機車
107,8,臺東縣,太麻里,機車
108,2,臺東縣,太麻里,自用-小貨車(含客、貨兩用)
108,5,臺東縣,太麻里,自用小客車
108,9,臺東縣,太麻里,自用小客車
108,12,臺東縣,太麻里,機車
109,1,臺東縣,太麻里,機車
109,2,臺東縣,太麻里,機車
110,4,臺東縣,太麻里,自用小客車
110,7,臺東縣,太麻里,自用小客車
110,9,臺東縣,太麻里,自用小客車
110,12,臺東縣,太麻里,機車
101,8,臺北市,文山區,機車
101,7,臺北市,文山區,自用-小貨車
101,10,臺北市,文山區,機車
101,11,臺北市,文山區,自用-小貨車
102,1,臺北市,文山區,機車
102,8,臺北市,文山區,計程車-小客車
102,10,臺北市,文山區,機車
102,10,臺北市,文山區,機車
102,12,臺北市,文山區,自用小客車
103,1,臺北市,文山區,機車
103,2,臺北市,文山區,自用小客車
103,4,臺北市,文山區,計程車-小客車
103,7,臺北市,文山區,自用小客車
103,8,臺北市,文山區,機車
103,8,臺北市,文山區,機車
103,10,臺北市,文山區,民營客運-大客車
103,10,臺北市,文山區,機車
104,1,臺北市,文山區,機車
104,1,臺北市,文山區,機車
104,2,臺北市,文山區,營業用-半聯結車
104,3,臺北市,文山區,機車
104,4,臺北市,文山區,自用-大貨車
104,8,臺北市,文山區,自用小客車
104,10,臺北市,文山區,自用小客車
104,10,臺北市,文山區,租賃車-小客車
104,11,臺北市,文山區,營業用-曳引車
104,12,臺北市,文山區,機車
105,7,臺北市,文山區,機車
105,9,臺北市,文山區,機車
105,10,臺北市,文山區,自用小客車
105,11,臺北市,文山區,計程車-小客車
105,12,臺北市,文山區,機車
106,1,臺北市,文山區,自用-小貨車(含客、貨兩用)
106,4,臺北市,文山區,自用小客車
107,5,臺北市,文山區,租賃車-小客車
107,10,臺北市,文山區,自用小客車
108,1,臺北市,文山區,機車
108,3,臺北市,文山區,自用小客車
108,7,臺北市,文山區,自用小客車
108,11,臺北市,文山區,遊覽車-大客車
108,12,臺北市,文山區,自用-小貨車(含客、貨兩用)
109,8,臺北市,文山區,機車
109,10,臺北市,文山區,機車
110,3,臺北市,文山區,自用小客車
110,3,臺北市,文山區,民營客運-大客車
110,7,臺北市,文山區,機車
110,8,臺北市,文山區,機車
110,11,臺北市,文山區,自用小客車
110,11,臺北市,文山區,自用-小貨車(含客、貨兩用)
101,1,雲林縣,斗六市,機車
101,2,雲林縣,斗六市,自用-小貨車
101,2,雲林縣,斗六市,自用小客車
101,3,雲林縣,斗六市,機車
101,4,雲林縣,斗六市,機車
101,4,雲林縣,斗六市,機車
101,8,雲林縣,斗六市,機車
101,9,雲林縣,斗六市,自用小客車
101,10,雲林縣,斗六市,自用-小貨車
101,11,雲林縣,斗六市,自用小客車
101,11,雲林縣,斗六市,自用-小貨車
101,11,雲林縣,斗六市,自用小客車
101,12,雲林縣,斗六市,腳踏自行車-慢車
101,12,雲林縣,斗六市,機車
102,1,雲林縣,斗六市,腳踏自行車-慢車
102,5,雲林縣,斗六市,機車
102,5,雲林縣,斗六市,自用-大貨車
102,5,雲林縣,斗六市,機車
102,6,雲林縣,斗六市,營業用-半聯結車
102,6,雲林縣,斗六市,機車
102,6,雲林縣,斗六市,機車
102,7,雲林縣,斗六市,機車
102,8,雲林縣,斗六市,自用小客車
102,9,雲林縣,斗六市,自用小客車
102,11,雲林縣,斗六市,自用-大貨車
102,11,雲林縣,斗六市,機車
102,12,雲林縣,斗六市,自用小客車
103,2,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
103,2,雲林縣,斗六市,自用小客車
103,3,雲林縣,斗六市,自用小客車
103,3,雲林縣,斗六市,自用小客車
103,6,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
103,9,雲林縣,斗六市,機車
103,11,雲林縣,斗六市,機車
103,11,雲林縣,斗六市,機車
104,5,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
104,5,雲林縣,斗六市,電動輔助自行車-慢車
104,6,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
104,6,雲林縣,斗六市,自用小客車
104,8,雲林縣,斗六市,自用小客車
104,8,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
104,8,雲林縣,斗六市,機車
104,9,雲林縣,斗六市,機車
105,1,雲林縣,斗六市,自用-大貨車
105,1,雲林縣,斗六市,機車
105,3,雲林縣,斗六市,機車
105,4,雲林縣,斗六市,機車
105,4,雲林縣,斗六市,機車
105,9,雲林縣,斗六市,機車
106,1,雲林縣,斗六市,機車
106,6,雲林縣,斗六市,自用小客車
106,7,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
106,8,雲林縣,斗六市,機車
106,9,雲林縣,斗六市,機車
107,1,雲林縣,斗六市,自用小客車
107,1,雲林縣,斗六市,機車
107,4,雲林縣,斗六市,機車
107,8,雲林縣,斗六市,自用小客車
107,8,雲林縣,斗六市,自用小客車
107,9,雲林縣,斗六市,機車
107,10,雲林縣,斗六市,營業用-全聯結車
107,10,雲林縣,斗六市,機車
107,11,雲林縣,斗六市,機車
108,1,雲林縣,斗六市,機車
108,8,雲林縣,斗六市,機車
108,11,雲林縣,斗六市,自用小客車
108,11,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
108,12,雲林縣,斗六市,機車
109,1,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
109,4,雲林縣,斗六市,機車
109,4,雲林縣,斗六市,機車
109,4,雲林縣,斗六市,自用小客車
109,5,雲林縣,斗六市,機車
109,5,雲林縣,斗六市,機車
109,7,雲林縣,斗六市,自用-小貨車(含客、貨兩用)
109,8,雲林縣,斗六市,自用小客車
109,9,雲林縣,斗六市,機車
109,11,雲林縣,斗六市,機車
109,12,雲林縣,斗六市,機車
109,12,雲林縣,斗六市,自用小客車
110,2,雲林縣,斗六市,自用小客車
110,2,雲林縣,斗六市,機車
110,5,雲林縣,斗六市,機車
110,5,雲林縣,斗六市,自用小客車
110,10,雲林縣,斗六市,機車
110,10,雲林縣,斗六市,機車
110,11,雲林縣,斗六市,腳踏自行車-慢車
101,1,雲林縣,斗南鎮,營業用-半聯結車
101,4,雲林縣,斗南鎮,機車
101,6,雲林縣,斗南鎮,自用-小貨車
101,7,雲林縣,斗南鎮,自用小客車
101,8,雲林縣,斗南鎮,機車
101,11,雲林縣,斗南鎮,機車
101,11,雲林縣,斗南鎮,自用小客車
101,11,雲林縣,斗南鎮,機車
102,1,雲林縣,斗南鎮,機車
102,2,雲林縣,斗南鎮,機車
102,3,雲林縣,斗南鎮,機車
102,5,雲林縣,斗南鎮,腳踏自行車-慢車
102,7,雲林縣,斗南鎮,機車
102,7,雲林縣,斗南鎮,自用小客車
102,9,雲林縣,斗南鎮,機車
103,1,雲林縣,斗南鎮,自用-小貨車(含客、貨兩用)
103,1,雲林縣,斗南鎮,自用小客車
103,1,雲林縣,斗南鎮,自用小客車
103,5,雲林縣,斗南鎮,機車
103,6,雲林縣,斗南鎮,腳踏自行車-慢車
103,7,雲林縣,斗南鎮,自用小客車
103,8,雲林縣,斗南鎮,自用-小貨車(含客、貨兩用)
103,9,雲林縣,斗南鎮,機車
103,10,雲林縣,斗南鎮,機車
103,10,雲林縣,斗南鎮,機車
104,4,雲林縣,斗南鎮,自用小客車
104,5,雲林縣,斗南鎮,機車
104,6,雲林縣,斗南鎮,機車
104,8,雲林縣,斗南鎮,腳踏自行車-慢車
104,8,雲林縣,斗南鎮,機車
104,9,雲林縣,斗南鎮,自用小客車
104,9,雲林縣,斗南鎮,機車
104,12,雲林縣,斗南鎮,自用小客車
104,12,雲林縣,斗南鎮,機車
105,1,雲林縣,斗南鎮,機車
105,1,雲林縣,斗南鎮,自用-小貨車(含客、貨兩用)
105,2,雲林縣,斗南鎮,機車
105,2,雲林縣,斗南鎮,自用小客車
105,2,雲林縣,斗南鎮,機車
105,4,雲林縣,斗南鎮,機車
105,7,雲林縣,斗南鎮,機車
105,7,雲林縣,斗南鎮,自用小客車
105,8,雲林縣,斗南鎮,自用-小貨車(含客、貨兩用)
105,10,雲林縣,斗南鎮,機車
105,11,雲林縣,斗南鎮,自用-大貨車
105,11,雲林縣,斗南鎮,自用小客車
105,12,雲林縣,斗南鎮,機車
106,3,雲林縣,斗南鎮,機車
106,5,雲林縣,斗南鎮,自用-小貨車(含客、貨兩用)
106,6,雲林縣,斗南鎮,機車
106,6,雲林縣,斗南鎮,營業用-大貨車
106,9,雲林縣,斗南鎮,自用-小貨車(含客、貨兩用)
106,12,雲林縣,斗南鎮,機車
106,12,雲林縣,斗南鎮,自用小客車
107,2,雲林縣,斗南鎮,腳踏自行車-慢車
107,2,雲林縣,斗南鎮,自用小客車
108,1,雲林縣,斗南鎮,機車
108,3,雲林縣,斗南鎮,自用小客車
108,7,雲林縣,斗南鎮,自用-大貨車
108,8,雲林縣,斗南鎮,自用小客車
108,9,雲林縣,斗南鎮,拼裝車-其他車
108,9,雲林縣,斗南鎮,腳踏自行車-慢車
108,12,雲林縣,斗南鎮,機車
108,12,雲林縣,斗南鎮,自用小客車
109,4,雲林縣,斗南鎮,機車
109,5,雲林縣,斗南鎮,腳踏自行車-慢車
109,7,雲林縣,斗南鎮,自用小客車
109,8,雲林縣,斗南鎮,機車
109,8,雲林縣,斗南鎮,動力機械-其他車
109,11,雲林縣,斗南鎮,機車
109,11,雲林縣,斗南鎮,行人-人
110,2,雲林縣,斗南鎮,腳踏自行車-慢車
110,2,雲林縣,斗南鎮,自用小客車
110,5,雲林縣,斗南鎮,自用小客車
110,5,雲林縣,斗南鎮,電動自行車-慢車
110,8,雲林縣,斗南鎮,營業用-大貨車
110,11,雲林縣,斗南鎮,機車
110,12,雲林縣,斗南鎮,自用小客車
101,1,嘉義縣,水上鄉,機車
101,1,嘉義縣,水上鄉,自用小客車
101,2,嘉義縣,水上鄉,自用小客車
101,2,嘉義縣,水上鄉,自用小客車
101,3,嘉義縣,水上鄉,自用小客車
101,4,嘉義縣,水上鄉,機車
101,4,嘉義縣,水上鄉,自用小客車
101,4,嘉義縣,水上鄉,腳踏自行車-慢車
101,9,嘉義縣,水上鄉,機車
101,9,嘉義縣,水上鄉,行人-人
101,9,嘉義縣,水上鄉,自用小客車
101,10,嘉義縣,水上鄉,自用-小貨車
102,1,嘉義縣,水上鄉,自用小客車
102,1,嘉義縣,水上鄉,自用小客車
102,4,嘉義縣,水上鄉,機車
102,7,嘉義縣,水上鄉,機車
102,7,嘉義縣,水上鄉,自用-小貨車
102,8,嘉義縣,水上鄉,自用小客車
102,11,嘉義縣,水上鄉,自用小客車
103,1,嘉義縣,水上鄉,機車
103,1,嘉義縣,水上鄉,機車
103,2,嘉義縣,水上鄉,自用小客車
103,5,嘉義縣,水上鄉,自用-小貨車(含客、貨兩用)
103,7,嘉義縣,水上鄉,腳踏自行車-慢車
103,7,嘉義縣,水上鄉,自用-小貨車(含客、貨兩用)
103,8,嘉義縣,水上鄉,自用小客車
103,9,嘉義縣,水上鄉,自用-大貨車
103,11,嘉義縣,水上鄉,機車
104,1,嘉義縣,水上鄉,機車
104,2,嘉義縣,水上鄉,腳踏自行車-慢車
104,3,嘉義縣,水上鄉,腳踏自行車-慢車
104,5,嘉義縣,水上鄉,自用小客車
104,7,嘉義縣,水上鄉,自用小客車
104,9,嘉義縣,水上鄉,機車
104,9,嘉義縣,水上鄉,自用小客車
104,10,嘉義縣,水上鄉,自用小客車
104,11,嘉義縣,水上鄉,自用小客車
104,12,嘉義縣,水上鄉,機車
105,1,嘉義縣,水上鄉,自用-小貨車(含客、貨兩用)
105,1,嘉義縣,水上鄉,機車
105,1,嘉義縣,水上鄉,自用小客車
105,2,嘉義縣,水上鄉,自用小客車
105,2,嘉義縣,水上鄉,機車
105,3,嘉義縣,水上鄉,自用小客車
105,3,嘉義縣,水上鄉,機車
105,4,嘉義縣,水上鄉,機車
105,6,嘉義縣,水上鄉,機車
105,6,嘉義縣,水上鄉,自用-大貨車
105,7,嘉義縣,水上鄉,自用小客車
105,8,嘉義縣,水上鄉,機車
105,9,嘉義縣,水上鄉,自用-大貨車
105,10,嘉義縣,水上鄉,機車
106,1,嘉義縣,水上鄉,行人-人
106,4,嘉義縣,水上鄉,機車
106,5,嘉義縣,水上鄉,自用小客車
106,7,嘉義縣,水上鄉,行人-人
106,11,嘉義縣,水上鄉,自用-小貨車(含客、貨兩用)
106,11,嘉義縣,水上鄉,腳踏自行車-慢車
107,1,嘉義縣,水上鄉,機車
107,3,嘉義縣,水上鄉,機車
107,4,嘉義縣,水上鄉,機車
107,7,嘉義縣,水上鄉,自用小客車
107,7,嘉義縣,水上鄉,自用小客車
107,7,嘉義縣,水上鄉,機車
107,8,嘉義縣,水上鄉,自用小客車
107,8,嘉義縣,水上鄉,自用小客車
107,8,嘉義縣,水上鄉,機車
107,9,嘉義縣,水上鄉,機車
107,9,嘉義縣,水上鄉,機車
107,12,嘉義縣,水上鄉,自用小客車
108,1,嘉義縣,水上鄉,自用小客車
108,5,嘉義縣,水上鄉,行人-人
108,10,嘉義縣,水上鄉,機車
108,12,嘉義縣,水上鄉,自用-小貨車(含客、貨兩用)
109,1,嘉義縣,水上鄉,機車
109,8,嘉義縣,水上鄉,機車
109,10,嘉義縣,水上鄉,機車
110,3,嘉義縣,水上鄉,自用小客車
110,6,嘉義縣,水上鄉,機車
101,3,南投縣,水里鄉,機車
101,4,南投縣,水里鄉,機車
101,11,南投縣,水里鄉,自用-小貨車
102,2,南投縣,水里鄉,自用小客車
102,3,南投縣,水里鄉,機車
102,5,南投縣,水里鄉,自用小客車
102,5,南投縣,水里鄉,自用-小貨車
103,3,南投縣,水里鄉,機車
103,4,南投縣,水里鄉,機車
103,10,南投縣,水里鄉,自用小客車
103,10,南投縣,水里鄉,機車
103,12,南投縣,水里鄉,拼裝車-其他車
104,4,南投縣,水里鄉,機車
105,1,南投縣,水里鄉,自用-小貨車(含客、貨兩用)
105,4,南投縣,水里鄉,機車
106,7,南投縣,水里鄉,機車
107,4,南投縣,水里鄉,機車
107,9,南投縣,水里鄉,機車
107,12,南投縣,水里鄉,機車
108,8,南投縣,水里鄉,機車
109,4,南投縣,水里鄉,自用-小貨車(含客、貨兩用)
109,5,南投縣,水里鄉,自用小客車
110,11,南投縣,水里鄉,自用小客車
110,11,南投縣,水里鄉,機車
101,7,雲林縣,水林鄉,機車
101,8,雲林縣,水林鄉,機車
101,8,雲林縣,水林鄉,自用小客車
101,9,雲林縣,水林鄉,自用小客車
101,10,雲林縣,水林鄉,自用小客車
101,12,雲林縣,水林鄉,機車
101,12,雲林縣,水林鄉,自用-小貨車
102,4,雲林縣,水林鄉,機車
103,1,雲林縣,水林鄉,自用小客車
103,2,雲林縣,水林鄉,機車
103,6,雲林縣,水林鄉,機車
103,9,雲林縣,水林鄉,自用小客車
103,10,雲林縣,水林鄉,機車
103,11,雲林縣,水林鄉,自用-小貨車(含客、貨兩用)
104,3,雲林縣,水林鄉,自用小客車
104,5,雲林縣,水林鄉,機車
104,7,雲林縣,水林鄉,自用小客車
104,12,雲林縣,水林鄉,機車
105,11,雲林縣,水林鄉,拼裝車-其他車
106,1,雲林縣,水林鄉,自用-小貨車(含客、貨兩用)
106,3,雲林縣,水林鄉,自用-大貨車
106,5,雲林縣,水林鄉,自用小客車
106,6,雲林縣,水林鄉,機車
106,8,雲林縣,水林鄉,自用小客車
106,11,雲林縣,水林鄉,自用小客車
106,11,雲林縣,水林鄉,機車
107,4,雲林縣,水林鄉,機車
107,5,雲林縣,水林鄉,自用小客車
107,9,雲林縣,水林鄉,機車
107,11,雲林縣,水林鄉,機車
108,1,雲林縣,水林鄉,機車
108,5,雲林縣,水林鄉,機車
108,5,雲林縣,水林鄉,自用小客車
108,7,雲林縣,水林鄉,機車
108,10,雲林縣,水林鄉,機車
108,11,雲林縣,水林鄉,機車
109,3,雲林縣,水林鄉,自用小客車
110,2,雲林縣,水林鄉,腳踏自行車-慢車
110,2,雲林縣,水林鄉,自用小客車
110,6,雲林縣,水林鄉,機車
110,8,雲林縣,水林鄉,自用小客車
110,10,雲林縣,水林鄉,自用小客車
101,6,宜蘭縣,冬山鄉,自用-小貨車
101,8,宜蘭縣,冬山鄉,營業用-曳引車
101,9,宜蘭縣,冬山鄉,自用小客車
101,10,宜蘭縣,冬山鄉,機車
101,12,宜蘭縣,冬山鄉,機車
101,12,宜蘭縣,冬山鄉,機車
102,1,宜蘭縣,冬山鄉,自用-小貨車
102,2,宜蘭縣,冬山鄉,機車
102,3,宜蘭縣,冬山鄉,拼裝車-其他車
102,3,宜蘭縣,冬山鄉,機車
102,5,宜蘭縣,冬山鄉,機車
102,7,宜蘭縣,冬山鄉,自用小客車
102,10,宜蘭縣,冬山鄉,機車
102,11,宜蘭縣,冬山鄉,機車
103,1,宜蘭縣,冬山鄉,機車
103,5,宜蘭縣,冬山鄉,機車
103,5,宜蘭縣,冬山鄉,自用小客車
103,6,宜蘭縣,冬山鄉,營業用-曳引車
103,12,宜蘭縣,冬山鄉,機車
103,12,宜蘭縣,冬山鄉,機車
103,12,宜蘭縣,冬山鄉,機車
104,1,宜蘭縣,冬山鄉,自用小客車
104,9,宜蘭縣,冬山鄉,自用-小貨車(含客、貨兩用)
104,10,宜蘭縣,冬山鄉,自用小客車
104,10,宜蘭縣,冬山鄉,自用-小貨車(含客、貨兩用)
105,1,宜蘭縣,冬山鄉,人力車-慢車
105,1,宜蘭縣,冬山鄉,自用小客車
105,5,宜蘭縣,冬山鄉,機車
105,6,宜蘭縣,冬山鄉,自用小客車
105,6,宜蘭縣,冬山鄉,自用小客車
106,5,宜蘭縣,冬山鄉,腳踏自行車-慢車
106,7,宜蘭縣,冬山鄉,機車
106,8,宜蘭縣,冬山鄉,自用小客車
106,8,宜蘭縣,冬山鄉,機車
106,9,宜蘭縣,冬山鄉,機車
106,11,宜蘭縣,冬山鄉,機車
107,7,宜蘭縣,冬山鄉,自用小客車
107,8,宜蘭縣,冬山鄉,機車
107,11,宜蘭縣,冬山鄉,機車
108,1,宜蘭縣,冬山鄉,機車
108,1,宜蘭縣,冬山鄉,自用小客車
108,3,宜蘭縣,冬山鄉,自用小客車
108,6,宜蘭縣,冬山鄉,機車
108,10,宜蘭縣,冬山鄉,機車
108,11,宜蘭縣,冬山鄉,機車
109,2,宜蘭縣,冬山鄉,自用小客車
109,3,宜蘭縣,冬山鄉,機車
109,4,宜蘭縣,冬山鄉,自用小客車
109,4,宜蘭縣,冬山鄉,機車
109,7,宜蘭縣,冬山鄉,自用-小貨車(含客、貨兩用)
109,9,宜蘭縣,冬山鄉,其他特種車-特種車
110,1,宜蘭縣,冬山鄉,機車
110,4,宜蘭縣,冬山鄉,自用小客車
110,7,宜蘭縣,冬山鄉,機車
110,8,宜蘭縣,冬山鄉,自用-小貨車(含客、貨兩用)
110,10,宜蘭縣,冬山鄉,自用小客車
110,10,宜蘭縣,冬山鄉,自用小客車
101,1,臺中市,北屯區,自用-小貨車
101,3,臺中市,北屯區,機車
101,3,臺中市,北屯區,自用小客車
101,5,臺中市,北屯區,機車
101,6,臺中市,北屯區,行人-人
101,6,臺中市,北屯區,自用小客車
101,7,臺中市,北屯區,機車
101,8,臺中市,北屯區,自用小客車
101,8,臺中市,北屯區,機車
101,9,臺中市,北屯區,機車
101,9,臺中市,北屯區,自用小客車
101,10,臺中市,北屯區,機車
101,10,臺中市,北屯區,機車
101,11,臺中市,北屯區,機車
101,12,臺中市,北屯區,機車
102,1,臺中市,北屯區,營業用-半聯結車
102,5,臺中市,北屯區,自用小客車
102,7,臺中市,北屯區,機車
102,7,臺中市,北屯區,自用小客車
102,8,臺中市,北屯區,機車
102,10,臺中市,北屯區,機車
102,10,臺中市,北屯區,機車
102,11,臺中市,北屯區,機車
102,11,臺中市,北屯區,自用小客車
102,12,臺中市,北屯區,機車
103,1,臺中市,北屯區,機車
103,2,臺中市,北屯區,機車
103,4,臺中市,北屯區,自用小客車
103,6,臺中市,北屯區,自用小客車
103,7,臺中市,北屯區,自用小客車
103,7,臺中市,北屯區,自用-大貨車
103,7,臺中市,北屯區,自用小客車
103,7,臺中市,北屯區,自用小客車
103,9,臺中市,北屯區,其他人-人
103,9,臺中市,北屯區,自用小客車
104,3,臺中市,北屯區,機車
104,3,臺中市,北屯區,自用小客車
104,4,臺中市,北屯區,機車
104,5,臺中市,北屯區,自用小客車
104,6,臺中市,北屯區,機車
104,7,臺中市,北屯區,機車
104,9,臺中市,北屯區,機車
104,11,臺中市,北屯區,機車
104,11,臺中市,北屯區,機車
104,11,臺中市,北屯區,自用小客車
104,12,臺中市,北屯區,機車
105,1,臺中市,北屯區,行人-人
105,1,臺中市,北屯區,農耕用車(或機械)-其他車
105,4,臺中市,北屯區,自用-大貨車
105,5,臺中市,北屯區,自用-小貨車(含客、貨兩用)
105,5,臺中市,北屯區,自用小客車
105,6,臺中市,北屯區,自用小客車
105,9,臺中市,北屯區,計程車-小客車
105,10,臺中市,北屯區,機車
106,1,臺中市,北屯區,自用-小貨車(含客、貨兩用)
106,2,臺中市,北屯區,自用小客車
106,4,臺中市,北屯區,自用-小貨車(含客、貨兩用)
106,4,臺中市,北屯區,自用小客車
106,6,臺中市,北屯區,機車
106,8,臺中市,北屯區,自用小客車
106,9,臺中市,北屯區,機車
106,10,臺中市,北屯區,自用-小貨車(含客、貨兩用)
106,11,臺中市,北屯區,自用小客車
106,12,臺中市,北屯區,自用小客車
106,12,臺中市,北屯區,自用小客車
107,1,臺中市,北屯區,自用小客車
107,2,臺中市,北屯區,自用-小貨車(含客、貨兩用)
107,3,臺中市,北屯區,機車
107,3,臺中市,北屯區,機車
107,5,臺中市,北屯區,自用-大貨車
107,5,臺中市,北屯區,自用小客車
107,6,臺中市,北屯區,營業用-大貨車
107,8,臺中市,北屯區,營業用-曳引車
107,11,臺中市,北屯區,自用小客車
107,11,臺中市,北屯區,租賃車-小客車
107,12,臺中市,北屯區,自用小客車
108,1,臺中市,北屯區,自用小客車
108,2,臺中市,北屯區,機車
108,2,臺中市,北屯區,自用-小貨車(含客、貨兩用)
108,3,臺中市,北屯區,機車
108,5,臺中市,北屯區,自用小客車
108,6,臺中市,北屯區,機車
108,7,臺中市,北屯區,機車
108,8,臺中市,北屯區,自用小客車
108,9,臺中市,北屯區,機車
108,9,臺中市,北屯區,機車
108,12,臺中市,北屯區,行人-人
109,1,臺中市,北屯區,機車
109,1,臺中市,北屯區,機車
109,1,臺中市,北屯區,機車
109,1,臺中市,北屯區,機車
109,1,臺中市,北屯區,機車
109,2,臺中市,北屯區,機車
109,3,臺中市,北屯區,自用小客車
109,3,臺中市,北屯區,機車
109,4,臺中市,北屯區,民營公車-大客車
109,4,臺中市,北屯區,機車
109,5,臺中市,北屯區,營業用-曳引車
109,7,臺中市,北屯區,自用小客車
109,7,臺中市,北屯區,自用小客車
109,8,臺中市,北屯區,機車
109,11,臺中市,北屯區,自用-大貨車
109,12,臺中市,北屯區,自用小客車
109,12,臺中市,北屯區,機車
109,12,臺中市,北屯區,自用小客車
110,1,臺中市,北屯區,機車
110,1,臺中市,北屯區,機車
110,3,臺中市,北屯區,自用小客車
110,3,臺中市,北屯區,電動輔助自行車-慢車
110,4,臺中市,北屯區,機車
110,5,臺中市,北屯區,機車
110,6,臺中市,北屯區,機車
110,6,臺中市,北屯區,機車
110,7,臺中市,北屯區,機車
110,7,臺中市,北屯區,機車
110,8,臺中市,北屯區,計程車-小客車
110,8,臺中市,北屯區,自用小客車
110,8,臺中市,北屯區,行人-人
