Year,Month,County,District,Category
106,4,高雄市,鳥松區,機車
106,6,高雄市,鳥松區,機車
106,11,高雄市,鳥松區,機車
107,4,高雄市,鳥松區,機車
107,9,高雄市,鳥松區,機車
107,11,高雄市,鳥松區,機車
108,1,高雄市,鳥松區,機車
108,3,高雄市,鳥松區,腳踏自行車-慢車
108,3,高雄市,鳥松區,機車
108,4,高雄市,鳥松區,機車
108,5,高雄市,鳥松區,機車
108,12,高雄市,鳥松區,自用小客車
109,2,高雄市,鳥松區,自用-小貨車(含客、貨兩用)
109,5,高雄市,鳥松區,機車
109,5,高雄市,鳥松區,自用小客車
109,8,高雄市,鳥松區,自用小客車
109,8,高雄市,鳥松區,自用小客車
109,12,高雄市,鳥松區,自用小客車
110,1,高雄市,鳥松區,營業用-曳引車
110,2,高雄市,鳥松區,營業用-半聯結車
110,3,高雄市,鳥松區,機車
110,5,高雄市,鳥松區,機車
101,11,南投縣,鹿谷鄉,自用-小貨車
102,5,南投縣,鹿谷鄉,自用小客車
102,5,南投縣,鹿谷鄉,機車
102,7,南投縣,鹿谷鄉,機車
104,1,南投縣,鹿谷鄉,自用小客車
104,4,南投縣,鹿谷鄉,自用小客車
104,8,南投縣,鹿谷鄉,機車
105,4,南投縣,鹿谷鄉,機車
105,6,南投縣,鹿谷鄉,自用-小貨車(含客、貨兩用)
105,10,南投縣,鹿谷鄉,自用小客車
105,11,南投縣,鹿谷鄉,自用-小貨車(含客、貨兩用)
107,11,南投縣,鹿谷鄉,機車
108,3,南投縣,鹿谷鄉,機車
108,5,南投縣,鹿谷鄉,自用小客車
109,5,南投縣,鹿谷鄉,自用小客車
110,2,南投縣,鹿谷鄉,機車
110,3,南投縣,鹿谷鄉,自用-小貨車(含客、貨兩用)
110,5,南投縣,鹿谷鄉,自用-大貨車
101,1,嘉義縣,鹿草鄉,自用-小貨車
101,2,嘉義縣,鹿草鄉,機車
101,7,嘉義縣,鹿草鄉,自用小客車
101,8,嘉義縣,鹿草鄉,自用小客車
101,11,嘉義縣,鹿草鄉,自用小客車
102,3,嘉義縣,鹿草鄉,自用-小貨車
102,11,嘉義縣,鹿草鄉,機車
103,5,嘉義縣,鹿草鄉,機車
103,8,嘉義縣,鹿草鄉,腳踏自行車-慢車
103,10,嘉義縣,鹿草鄉,自用小客車
103,11,嘉義縣,鹿草鄉,機車
104,4,嘉義縣,鹿草鄉,自用小客車
104,7,嘉義縣,鹿草鄉,機車
104,9,嘉義縣,鹿草鄉,自用小客車
105,2,嘉義縣,鹿草鄉,機車
105,8,嘉義縣,鹿草鄉,機車
106,1,嘉義縣,鹿草鄉,計程車-小客車
106,3,嘉義縣,鹿草鄉,自用-小貨車(含客、貨兩用)
106,6,嘉義縣,鹿草鄉,自用小客車
106,7,嘉義縣,鹿草鄉,自用-小貨車(含客、貨兩用)
106,9,嘉義縣,鹿草鄉,機車
106,10,嘉義縣,鹿草鄉,機車
106,12,嘉義縣,鹿草鄉,機車
107,3,嘉義縣,鹿草鄉,自用小客車
107,6,嘉義縣,鹿草鄉,自用小客車
107,9,嘉義縣,鹿草鄉,機車
108,3,嘉義縣,鹿草鄉,自用小客車
109,1,嘉義縣,鹿草鄉,機車
109,6,嘉義縣,鹿草鄉,機車
109,9,嘉義縣,鹿草鄉,自用小客車
109,9,嘉義縣,鹿草鄉,自用小客車
109,11,嘉義縣,鹿草鄉,自用小客車
110,2,嘉義縣,鹿草鄉,機車
110,5,嘉義縣,鹿草鄉,機車
110,7,嘉義縣,鹿草鄉,機車
110,9,嘉義縣,鹿草鄉,電動輔助自行車-慢車
101,4,臺東縣,鹿野鄉,自用小客車
101,4,臺東縣,鹿野鄉,機車
101,5,臺東縣,鹿野鄉,機車
101,5,臺東縣,鹿野鄉,自用小客車
101,6,臺東縣,鹿野鄉,自用小客車
101,6,臺東縣,鹿野鄉,腳踏自行車-慢車
102,12,臺東縣,鹿野鄉,自用小客車
103,6,臺東縣,鹿野鄉,自用小客車
103,7,臺東縣,鹿野鄉,自用小客車
103,9,臺東縣,鹿野鄉,機車
103,10,臺東縣,鹿野鄉,自用小客車
104,3,臺東縣,鹿野鄉,自用-小貨車(含客、貨兩用)
104,4,臺東縣,鹿野鄉,自用小客車
104,7,臺東縣,鹿野鄉,自用小客車
104,10,臺東縣,鹿野鄉,自用小客車
105,8,臺東縣,鹿野鄉,行人-人
105,10,臺東縣,鹿野鄉,機車
106,8,臺東縣,鹿野鄉,機車
106,12,臺東縣,鹿野鄉,行人-人
107,1,臺東縣,鹿野鄉,機車
107,6,臺東縣,鹿野鄉,自用-小貨車(含客、貨兩用)
107,7,臺東縣,鹿野鄉,自用-小貨車(含客、貨兩用)
108,12,臺東縣,鹿野鄉,機車
109,6,臺東縣,鹿野鄉,自用小客車
109,7,臺東縣,鹿野鄉,自用小客車
110,3,臺東縣,鹿野鄉,機車
110,8,臺東縣,鹿野鄉,營業用-大貨車
110,10,臺東縣,鹿野鄉,機車
101,1,彰化縣,鹿港鎮,腳踏自行車-慢車
101,2,彰化縣,鹿港鎮,機車
101,3,彰化縣,鹿港鎮,腳踏自行車-慢車
101,3,彰化縣,鹿港鎮,機車
101,4,彰化縣,鹿港鎮,機車
101,6,彰化縣,鹿港鎮,機車
101,6,彰化縣,鹿港鎮,自用小客車
101,9,彰化縣,鹿港鎮,自用-小貨車
101,10,彰化縣,鹿港鎮,自用-大貨車
102,12,彰化縣,鹿港鎮,自用-小貨車
102,12,彰化縣,鹿港鎮,自用小客車
102,12,彰化縣,鹿港鎮,自用小客車
102,12,彰化縣,鹿港鎮,自用小客車
103,2,彰化縣,鹿港鎮,自用小客車
103,4,彰化縣,鹿港鎮,機車
103,7,彰化縣,鹿港鎮,機車
103,9,彰化縣,鹿港鎮,營業用-曳引車
103,9,彰化縣,鹿港鎮,自用-小貨車(含客、貨兩用)
104,2,彰化縣,鹿港鎮,機車
104,4,彰化縣,鹿港鎮,自用小客車
104,5,彰化縣,鹿港鎮,自用小客車
104,6,彰化縣,鹿港鎮,自用小客車
104,10,彰化縣,鹿港鎮,機車
104,11,彰化縣,鹿港鎮,電動自行車-慢車
104,11,彰化縣,鹿港鎮,自用小客車
105,1,彰化縣,鹿港鎮,自用小客車
105,1,彰化縣,鹿港鎮,自用小客車
105,1,彰化縣,鹿港鎮,自用-小貨車(含客、貨兩用)
105,7,彰化縣,鹿港鎮,機車
105,7,彰化縣,鹿港鎮,自用小客車
105,7,彰化縣,鹿港鎮,營業用-曳引車
105,10,彰化縣,鹿港鎮,自用-小貨車(含客、貨兩用)
106,1,彰化縣,鹿港鎮,自用小客車
106,1,彰化縣,鹿港鎮,機車
106,2,彰化縣,鹿港鎮,機車
106,4,彰化縣,鹿港鎮,自用小客車
106,4,彰化縣,鹿港鎮,營業用-曳引車
106,7,彰化縣,鹿港鎮,自用-小貨車(含客、貨兩用)
107,6,彰化縣,鹿港鎮,營業用-大貨車
107,7,彰化縣,鹿港鎮,機車
107,7,彰化縣,鹿港鎮,自用-小貨車(含客、貨兩用)
107,8,彰化縣,鹿港鎮,行人-人
107,12,彰化縣,鹿港鎮,營業用-半聯結車
108,6,彰化縣,鹿港鎮,機車
108,7,彰化縣,鹿港鎮,機車
108,7,彰化縣,鹿港鎮,自用小客車
108,7,彰化縣,鹿港鎮,自用小客車
108,9,彰化縣,鹿港鎮,機車
108,9,彰化縣,鹿港鎮,腳踏自行車-慢車
108,10,彰化縣,鹿港鎮,機車
108,10,彰化縣,鹿港鎮,自用-小貨車(含客、貨兩用)
109,2,彰化縣,鹿港鎮,營業用-曳引車
109,2,彰化縣,鹿港鎮,腳踏自行車-慢車
109,5,彰化縣,鹿港鎮,機車
109,6,彰化縣,鹿港鎮,腳踏自行車-慢車
109,7,彰化縣,鹿港鎮,機車
109,7,彰化縣,鹿港鎮,機車
109,7,彰化縣,鹿港鎮,民營客運-大客車
109,7,彰化縣,鹿港鎮,電動自行車-慢車
109,12,彰化縣,鹿港鎮,自用-大貨車
110,2,彰化縣,鹿港鎮,自用-小貨車(含客、貨兩用)
110,2,彰化縣,鹿港鎮,機車
110,2,彰化縣,鹿港鎮,自用小客車
110,4,彰化縣,鹿港鎮,腳踏自行車-慢車
110,5,彰化縣,鹿港鎮,機車
110,8,彰化縣,鹿港鎮,動力機械-其他車
110,11,彰化縣,鹿港鎮,機車
110,11,彰化縣,鹿港鎮,電動自行車-慢車
101,1,雲林縣,麥寮鄉,自用-小貨車
101,1,雲林縣,麥寮鄉,自用小客車
101,3,雲林縣,麥寮鄉,機車
101,4,雲林縣,麥寮鄉,自用小客車
101,5,雲林縣,麥寮鄉,機車
101,5,雲林縣,麥寮鄉,機車
101,6,雲林縣,麥寮鄉,機車
101,7,雲林縣,麥寮鄉,機車
101,8,雲林縣,麥寮鄉,自用小客車
101,8,雲林縣,麥寮鄉,自用-小貨車
101,11,雲林縣,麥寮鄉,機車
101,12,雲林縣,麥寮鄉,機車
101,12,雲林縣,麥寮鄉,機車
102,1,雲林縣,麥寮鄉,機車
102,3,雲林縣,麥寮鄉,營業用-大貨車
102,3,雲林縣,麥寮鄉,自用-小貨車
102,3,雲林縣,麥寮鄉,機車
102,7,雲林縣,麥寮鄉,營業用-曳引車
102,7,雲林縣,麥寮鄉,腳踏自行車-慢車
102,9,雲林縣,麥寮鄉,自用-小貨車
102,9,雲林縣,麥寮鄉,腳踏自行車-慢車
102,9,雲林縣,麥寮鄉,機車
102,12,雲林縣,麥寮鄉,機車
103,1,雲林縣,麥寮鄉,自用小客車
103,2,雲林縣,麥寮鄉,機車
103,2,雲林縣,麥寮鄉,自用-小貨車(含客、貨兩用)
103,3,雲林縣,麥寮鄉,機車
103,3,雲林縣,麥寮鄉,機車
103,3,雲林縣,麥寮鄉,自用小客車
103,4,雲林縣,麥寮鄉,自用小客車
103,5,雲林縣,麥寮鄉,自用-小貨車(含客、貨兩用)
103,8,雲林縣,麥寮鄉,營業用-曳引車
103,8,雲林縣,麥寮鄉,營業用-大貨車
103,9,雲林縣,麥寮鄉,自用-小貨車(含客、貨兩用)
104,3,雲林縣,麥寮鄉,機車
104,6,雲林縣,麥寮鄉,機車
104,7,雲林縣,麥寮鄉,機車
104,8,雲林縣,麥寮鄉,自用-大貨車
104,10,雲林縣,麥寮鄉,自用-小貨車(含客、貨兩用)
105,1,雲林縣,麥寮鄉,機車
105,1,雲林縣,麥寮鄉,機車
105,1,雲林縣,麥寮鄉,自用小客車
105,4,雲林縣,麥寮鄉,租賃車-小客車
105,4,雲林縣,麥寮鄉,營業用-曳引車
105,4,雲林縣,麥寮鄉,自用小客車
105,6,雲林縣,麥寮鄉,自用小客車
105,8,雲林縣,麥寮鄉,機車
105,10,雲林縣,麥寮鄉,自用-小貨車(含客、貨兩用)
105,11,雲林縣,麥寮鄉,自用-大貨車
106,1,雲林縣,麥寮鄉,自用小客車
106,2,雲林縣,麥寮鄉,自用小客車
106,2,雲林縣,麥寮鄉,自用小客車
106,7,雲林縣,麥寮鄉,機車
106,8,雲林縣,麥寮鄉,自用小客車
106,12,雲林縣,麥寮鄉,自用-曳引車
107,1,雲林縣,麥寮鄉,自用小客車
107,3,雲林縣,麥寮鄉,自用小客車
107,4,雲林縣,麥寮鄉,電動自行車-慢車
107,7,雲林縣,麥寮鄉,自用小客車
107,7,雲林縣,麥寮鄉,自用-大貨車
107,7,雲林縣,麥寮鄉,自用-大貨車
107,8,雲林縣,麥寮鄉,機車
107,9,雲林縣,麥寮鄉,自用小客車
108,1,雲林縣,麥寮鄉,自用小客車
108,1,雲林縣,麥寮鄉,自用小客車
108,2,雲林縣,麥寮鄉,自用小客車
108,9,雲林縣,麥寮鄉,自用小客車
108,11,雲林縣,麥寮鄉,機車
109,3,雲林縣,麥寮鄉,機車
109,3,雲林縣,麥寮鄉,自用-大貨車
109,4,雲林縣,麥寮鄉,機車
109,6,雲林縣,麥寮鄉,機車
109,10,雲林縣,麥寮鄉,自用-小貨車(含客、貨兩用)
110,2,雲林縣,麥寮鄉,自用小客車
110,4,雲林縣,麥寮鄉,機車
110,5,雲林縣,麥寮鄉,行人-人
110,6,雲林縣,麥寮鄉,電動輔助自行車-慢車
110,7,雲林縣,麥寮鄉,機車
110,8,雲林縣,麥寮鄉,機車
110,9,雲林縣,麥寮鄉,自用小客車
110,10,雲林縣,麥寮鄉,自用-半聯結車
110,10,雲林縣,麥寮鄉,機車
110,11,雲林縣,麥寮鄉,機車
110,12,雲林縣,麥寮鄉,自用-小貨車(含客、貨兩用)
101,1,臺南市,麻豆區,機車
101,1,臺南市,麻豆區,機車
101,3,臺南市,麻豆區,機車
101,3,臺南市,麻豆區,自用小客車
101,6,臺南市,麻豆區,營業用-大貨車
101,7,臺南市,麻豆區,自用小客車
101,8,臺南市,麻豆區,行人-人
101,11,臺南市,麻豆區,行人-人
102,1,臺南市,麻豆區,機車
102,7,臺南市,麻豆區,機車
102,10,臺南市,麻豆區,機車
102,11,臺南市,麻豆區,行人-人
102,11,臺南市,麻豆區,機車
102,12,臺南市,麻豆區,營業用-半聯結車
102,12,臺南市,麻豆區,機車
103,1,臺南市,麻豆區,機車
103,2,臺南市,麻豆區,機車
103,4,臺南市,麻豆區,機車
103,5,臺南市,麻豆區,機車
103,6,臺南市,麻豆區,行人-人
103,7,臺南市,麻豆區,機車
103,11,臺南市,麻豆區,自用小客車
104,5,臺南市,麻豆區,拼裝車-其他車
104,6,臺南市,麻豆區,機車
104,6,臺南市,麻豆區,其他慢車-慢車
104,7,臺南市,麻豆區,自用小客車
104,7,臺南市,麻豆區,自用-大貨車
104,8,臺南市,麻豆區,租賃車-小客車
104,8,臺南市,麻豆區,機車
104,9,臺南市,麻豆區,拼裝車-其他車
104,12,臺南市,麻豆區,機車
104,12,臺南市,麻豆區,自用小客車
105,2,臺南市,麻豆區,遊覽車-大客車
105,4,臺南市,麻豆區,機車
105,5,臺南市,麻豆區,行人-人
105,8,臺南市,麻豆區,腳踏自行車-慢車
105,8,臺南市,麻豆區,自用小客車
105,11,臺南市,麻豆區,機車
105,11,臺南市,麻豆區,機車
105,12,臺南市,麻豆區,行人-人
106,10,臺南市,麻豆區,機車
106,11,臺南市,麻豆區,機車
107,4,臺南市,麻豆區,自用-小貨車(含客、貨兩用)
107,4,臺南市,麻豆區,營業用-大貨車
107,6,臺南市,麻豆區,機車
107,9,臺南市,麻豆區,電動自行車-慢車
107,10,臺南市,麻豆區,自用小客車
107,12,臺南市,麻豆區,機車
108,1,臺南市,麻豆區,自用-大貨車
108,1,臺南市,麻豆區,行人-人
108,3,臺南市,麻豆區,機車
108,6,臺南市,麻豆區,機車
108,9,臺南市,麻豆區,自用-小貨車(含客、貨兩用)
108,9,臺南市,麻豆區,營業用-半聯結車
108,9,臺南市,麻豆區,營業用-大貨車
108,10,臺南市,麻豆區,自用-小貨車(含客、貨兩用)
109,3,臺南市,麻豆區,營業用-半聯結車
109,3,臺南市,麻豆區,機車
109,4,臺南市,麻豆區,機車
109,5,臺南市,麻豆區,自用小客車
109,6,臺南市,麻豆區,腳踏自行車-慢車
109,7,臺南市,麻豆區,自用小客車
109,11,臺南市,麻豆區,自用-大貨車
109,11,臺南市,麻豆區,機車
109,11,臺南市,麻豆區,機車
109,12,臺南市,麻豆區,機車
110,2,臺南市,麻豆區,機車
110,3,臺南市,麻豆區,自用-小貨車(含客、貨兩用)
110,4,臺南市,麻豆區,機車
110,10,臺南市,麻豆區,機車
110,12,臺南市,麻豆區,營業用-曳引車
101,1,臺南市,善化區,機車
101,3,臺南市,善化區,機車
101,3,臺南市,善化區,機車
101,3,臺南市,善化區,自用小客車
101,6,臺南市,善化區,機車
101,7,臺南市,善化區,機車
101,11,臺南市,善化區,機車
102,1,臺南市,善化區,機車
102,1,臺南市,善化區,營業用-半聯結車
102,6,臺南市,善化區,腳踏自行車-慢車
102,7,臺南市,善化區,機車
102,8,臺南市,善化區,自用小客車
102,9,臺南市,善化區,機車
103,2,臺南市,善化區,自用小客車
103,3,臺南市,善化區,機車
103,4,臺南市,善化區,機車
103,6,臺南市,善化區,機車
103,7,臺南市,善化區,機車
103,7,臺南市,善化區,機車
103,9,臺南市,善化區,行人-人
103,9,臺南市,善化區,自用小客車
103,9,臺南市,善化區,自用-小貨車(含客、貨兩用)
103,10,臺南市,善化區,機車
103,11,臺南市,善化區,機車
104,3,臺南市,善化區,機車
104,8,臺南市,善化區,營業用-大貨車
104,9,臺南市,善化區,機車
104,10,臺南市,善化區,機車
104,11,臺南市,善化區,營業用-半聯結車
104,11,臺南市,善化區,營業用-半聯結車
104,12,臺南市,善化區,腳踏自行車-慢車
105,1,臺南市,善化區,機車
105,1,臺南市,善化區,機車
105,4,臺南市,善化區,機車
105,5,臺南市,善化區,機車
105,10,臺南市,善化區,機車
106,2,臺南市,善化區,營業用-曳引車
106,4,臺南市,善化區,機車
106,6,臺南市,善化區,機車
107,3,臺南市,善化區,機車
107,3,臺南市,善化區,自用小客車
107,5,臺南市,善化區,營業用-大貨車
107,6,臺南市,善化區,機車
107,8,臺南市,善化區,機車
108,3,臺南市,善化區,機車
108,4,臺南市,善化區,機車
108,6,臺南市,善化區,機車
109,1,臺南市,善化區,自用-小貨車(含客、貨兩用)
109,3,臺南市,善化區,自用小客車
109,8,臺南市,善化區,營業用-半聯結車
109,9,臺南市,善化區,機車
109,10,臺南市,善化區,機車
109,11,臺南市,善化區,營業用-半聯結車
109,12,臺南市,善化區,機車
110,1,臺南市,善化區,機車
110,1,臺南市,善化區,自用小客車
110,2,臺南市,善化區,機車
110,4,臺南市,善化區,機車
110,4,臺南市,善化區,自用小客車
110,4,臺南市,善化區,機車
110,9,臺南市,善化區,機車
101,3,花蓮縣,富里鄉,營業用-曳引車
101,9,花蓮縣,富里鄉,營業用-大貨車
103,6,花蓮縣,富里鄉,自用-大貨車
103,7,花蓮縣,富里鄉,機車
103,9,花蓮縣,富里鄉,機車
104,5,花蓮縣,富里鄉,民營客運-大客車
104,5,花蓮縣,富里鄉,機車
104,8,花蓮縣,富里鄉,自用小客車
104,8,花蓮縣,富里鄉,自用小客車
104,12,花蓮縣,富里鄉,自用-曳引車
105,5,花蓮縣,富里鄉,機車
105,6,花蓮縣,富里鄉,機車
105,12,花蓮縣,富里鄉,機車
106,3,花蓮縣,富里鄉,機車
107,1,花蓮縣,富里鄉,自用-小貨車(含客、貨兩用)
107,2,花蓮縣,富里鄉,機車
107,9,花蓮縣,富里鄉,機車
107,12,花蓮縣,富里鄉,自用小客車
108,1,花蓮縣,富里鄉,自用-小貨車(含客、貨兩用)
108,6,花蓮縣,富里鄉,自用小客車
109,3,花蓮縣,富里鄉,機車
109,4,花蓮縣,富里鄉,機車
109,5,花蓮縣,富里鄉,機車
109,7,花蓮縣,富里鄉,自用小客車
109,8,花蓮縣,富里鄉,機車
109,10,花蓮縣,富里鄉,機車
110,2,花蓮縣,富里鄉,機車
110,5,花蓮縣,富里鄉,機車
110,12,花蓮縣,富里鄉,機車
104,10,桃園市,復興區,機車
105,5,桃園市,復興區,機車
106,8,桃園市,復興區,自用-大貨車
106,11,桃園市,復興區,機車
107,2,桃園市,復興區,自用小客車
107,12,桃園市,復興區,遊覽車-大客車
108,10,桃園市,復興區,自用-小貨車(含客、貨兩用)
109,4,桃園市,復興區,機車
101,3,桃園縣,復興鄉,機車
101,6,桃園縣,復興鄉,機車
102,4,桃園縣,復興鄉,機車
102,8,桃園縣,復興鄉,腳踏自行車-慢車
101,1,新竹縣,湖口鄉,自用-小貨車
101,1,新竹縣,湖口鄉,機車
101,1,新竹縣,湖口鄉,自用-小貨車
101,2,新竹縣,湖口鄉,自用-小貨車
101,2,新竹縣,湖口鄉,機車
101,5,新竹縣,湖口鄉,自用-大貨車
101,5,新竹縣,湖口鄉,自用小客車
101,7,新竹縣,湖口鄉,機車
101,9,新竹縣,湖口鄉,自用-小貨車
101,11,新竹縣,湖口鄉,自用小客車
101,11,新竹縣,湖口鄉,機車
102,1,新竹縣,湖口鄉,自用小客車
102,2,新竹縣,湖口鄉,自用小客車
102,2,新竹縣,湖口鄉,機車
102,2,新竹縣,湖口鄉,機車
102,2,新竹縣,湖口鄉,自用小客車
102,3,新竹縣,湖口鄉,自用小客車
102,5,新竹縣,湖口鄉,自用-小貨車
102,5,新竹縣,湖口鄉,自用-小貨車
102,7,新竹縣,湖口鄉,自用-小貨車
102,7,新竹縣,湖口鄉,機車
102,12,新竹縣,湖口鄉,機車
103,2,新竹縣,湖口鄉,機車
103,2,新竹縣,湖口鄉,機車
103,3,新竹縣,湖口鄉,機車
103,8,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
103,8,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
103,8,新竹縣,湖口鄉,機車
103,10,新竹縣,湖口鄉,自用小客車
103,10,新竹縣,湖口鄉,機車
103,11,新竹縣,湖口鄉,機車
104,2,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
104,2,新竹縣,湖口鄉,自用小客車
104,6,新竹縣,湖口鄉,機車
104,6,新竹縣,湖口鄉,營業用-半聯結車
104,8,新竹縣,湖口鄉,自用小客車
104,8,新竹縣,湖口鄉,機車
104,8,新竹縣,湖口鄉,腳踏自行車-慢車
104,10,新竹縣,湖口鄉,自用小客車
104,10,新竹縣,湖口鄉,自用小客車
104,10,新竹縣,湖口鄉,機車
104,11,新竹縣,湖口鄉,自用小客車
104,11,新竹縣,湖口鄉,機車
104,12,新竹縣,湖口鄉,自用小客車
105,1,新竹縣,湖口鄉,自用小客車
105,2,新竹縣,湖口鄉,民營客運-大客車
105,3,新竹縣,湖口鄉,機車
105,5,新竹縣,湖口鄉,機車
105,6,新竹縣,湖口鄉,行人-人
105,6,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
105,7,新竹縣,湖口鄉,自用小客車
105,10,新竹縣,湖口鄉,機車
105,10,新竹縣,湖口鄉,自用-半聯結車
106,1,新竹縣,湖口鄉,機車
106,2,新竹縣,湖口鄉,營業用-大貨車
106,3,新竹縣,湖口鄉,營業用-大貨車
106,3,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
106,3,新竹縣,湖口鄉,機車
106,5,新竹縣,湖口鄉,腳踏自行車-慢車
106,5,新竹縣,湖口鄉,機車
106,7,新竹縣,湖口鄉,機車
106,10,新竹縣,湖口鄉,機車
106,10,新竹縣,湖口鄉,自用小客車
106,12,新竹縣,湖口鄉,機車
107,1,新竹縣,湖口鄉,自用小客車
107,1,新竹縣,湖口鄉,機車
107,4,新竹縣,湖口鄉,機車
107,5,新竹縣,湖口鄉,機車
107,9,新竹縣,湖口鄉,機車
108,3,新竹縣,湖口鄉,行人-人
108,3,新竹縣,湖口鄉,機車
108,4,新竹縣,湖口鄉,電動自行車-慢車
108,5,新竹縣,湖口鄉,自用小客車
108,6,新竹縣,湖口鄉,營業用-半聯結車
108,8,新竹縣,湖口鄉,行人-人
108,9,新竹縣,湖口鄉,自用小客車
108,9,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
108,11,新竹縣,湖口鄉,機車
108,11,新竹縣,湖口鄉,機車
108,12,新竹縣,湖口鄉,機車
108,12,新竹縣,湖口鄉,營業用-全聯結車
108,12,新竹縣,湖口鄉,營業用-半聯結車
109,6,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
109,6,新竹縣,湖口鄉,自用小客車
109,7,新竹縣,湖口鄉,電動自行車-慢車
109,7,新竹縣,湖口鄉,自用小客車
109,7,新竹縣,湖口鄉,機車
109,9,新竹縣,湖口鄉,行人-人
109,11,新竹縣,湖口鄉,自用-小貨車(含客、貨兩用)
110,2,新竹縣,湖口鄉,行人-人
110,2,新竹縣,湖口鄉,營業用-曳引車
110,3,新竹縣,湖口鄉,機車
110,3,新竹縣,湖口鄉,自用小客車
110,5,新竹縣,湖口鄉,行人-人
110,6,新竹縣,湖口鄉,機車
110,10,新竹縣,湖口鄉,自用小客車
110,12,新竹縣,湖口鄉,機車
110,12,新竹縣,湖口鄉,機車
101,2,高雄市,湖內區,機車
101,3,高雄市,湖內區,機車
101,5,高雄市,湖內區,機車
101,6,高雄市,湖內區,營業用-大貨車
101,8,高雄市,湖內區,行人-人
101,10,高雄市,湖內區,自用-小貨車
102,7,高雄市,湖內區,自用-小貨車
102,12,高雄市,湖內區,機車
103,3,高雄市,湖內區,自用-小貨車(含客、貨兩用)
103,9,高雄市,湖內區,自用小客車
103,11,高雄市,湖內區,自用-小貨車(含客、貨兩用)
104,1,高雄市,湖內區,自用-小貨車(含客、貨兩用)
104,3,高雄市,湖內區,自用小客車
104,6,高雄市,湖內區,營業用-半聯結車
104,7,高雄市,湖內區,機車
105,5,高雄市,湖內區,自用小客車
106,3,高雄市,湖內區,機車
106,4,高雄市,湖內區,機車
106,9,高雄市,湖內區,自用小客車
106,11,高雄市,湖內區,自用小客車
107,5,高雄市,湖內區,租賃車-小客車
107,12,高雄市,湖內區,營業用-曳引車
108,3,高雄市,湖內區,機車
108,3,高雄市,湖內區,機車
108,9,高雄市,湖內區,機車
108,11,高雄市,湖內區,營業用-大貨車
108,12,高雄市,湖內區,機車
109,4,高雄市,湖內區,營業用-曳引車
109,5,高雄市,湖內區,行人-人
109,6,高雄市,湖內區,營業用-曳引車
110,1,高雄市,湖內區,腳踏自行車-慢車
110,8,高雄市,湖內區,自用-小貨車(含客、貨兩用)
110,10,高雄市,湖內區,機車
101,1,澎湖縣,湖西鄉,機車
102,6,澎湖縣,湖西鄉,機車
102,12,澎湖縣,湖西鄉,自用-小貨車
103,5,澎湖縣,湖西鄉,自用小客車
103,8,澎湖縣,湖西鄉,自用小客車
103,12,澎湖縣,湖西鄉,機車
104,11,澎湖縣,湖西鄉,自用小客車
105,5,澎湖縣,湖西鄉,機車
105,6,澎湖縣,湖西鄉,機車
106,1,澎湖縣,湖西鄉,機車
106,7,澎湖縣,湖西鄉,機車
106,10,澎湖縣,湖西鄉,機車
106,11,澎湖縣,湖西鄉,自用-小貨車(含客、貨兩用)
107,1,澎湖縣,湖西鄉,自用小客車
107,5,澎湖縣,湖西鄉,機車
108,1,澎湖縣,湖西鄉,自用小客車
108,5,澎湖縣,湖西鄉,機車
108,12,澎湖縣,湖西鄉,行人-人
109,5,澎湖縣,湖西鄉,機車
109,5,澎湖縣,湖西鄉,自用小客車
109,7,澎湖縣,湖西鄉,自用小客車
109,10,澎湖縣,湖西鄉,機車
101,1,嘉義縣,番路鄉,機車
101,12,嘉義縣,番路鄉,遊覽車-大客車
102,1,嘉義縣,番路鄉,機車
102,2,嘉義縣,番路鄉,自用小客車
102,2,嘉義縣,番路鄉,自用小客車
102,6,嘉義縣,番路鄉,遊覽車-大客車
102,11,嘉義縣,番路鄉,行人-人
102,12,嘉義縣,番路鄉,機車
103,1,嘉義縣,番路鄉,自用小客車
104,1,嘉義縣,番路鄉,自用小客車
104,8,嘉義縣,番路鄉,機車
104,12,嘉義縣,番路鄉,遊覽車-大客車
105,3,嘉義縣,番路鄉,營業用-大貨車
105,5,嘉義縣,番路鄉,機車
105,5,嘉義縣,番路鄉,自用小客車
105,6,嘉義縣,番路鄉,自用-大貨車
105,9,嘉義縣,番路鄉,機車
105,12,嘉義縣,番路鄉,機車
105,12,嘉義縣,番路鄉,自用-小貨車(含客、貨兩用)
106,2,嘉義縣,番路鄉,機車
106,11,嘉義縣,番路鄉,行人-人
107,6,嘉義縣,番路鄉,拼裝車-其他車
107,6,嘉義縣,番路鄉,自用-小貨車(含客、貨兩用)
107,10,嘉義縣,番路鄉,機車
107,12,嘉義縣,番路鄉,自用小客車
107,12,嘉義縣,番路鄉,遊覽車-大客車
108,2,嘉義縣,番路鄉,自用-小貨車(含客、貨兩用)
108,3,嘉義縣,番路鄉,自用小客車
108,6,嘉義縣,番路鄉,遊覽車-大客車
